id,nome,data_nascita,nazionalita
168,Nicholas Henry,1973-03-20,47
169,Christopher Williams,2002-12-01,24
170,Rachel Lopez,1995-09-10,13
171,Justin Cox,1972-06-07,70
172,Michael Valencia,2001-02-08,21
173,David Barnes,1984-07-07,10
174,Sandra Bowen,1940-12-30,60
175,Amanda Martin,1982-08-16,8
176,Taylor Burns,1965-05-17,20
177,Rachel Andrews,1982-11-18,82
178,Shannon Reyes,1987-04-13,42
179,Wanda Adams,1933-10-18,49
180,Abigail Jones,1962-04-25,67
181,Thomas Clarke,1934-10-03,9
182,Ernest Osborne,2003-09-19,54
183,Jorge Martin,2003-01-19,76
184,Tasha Reed,1943-02-06,39
185,Matthew Howard,1995-04-11,27
186,Louis Phillips,1955-09-12,2
187,Adam Anderson,1958-09-21,64
188,Taylor Houston,1990-07-14,58
189,Stephanie Meyer,1989-06-04,90
190,Mrs. Jennifer Garner,1989-01-09,101
191,Casey Taylor,2000-03-14,92
192,Shawn Lawson,1963-03-26,33
193,Richard Foster,1993-06-10,102
194,Helen Schultz,1947-06-12,32
195,Keith Morris,1968-07-14,34
196,Nathan Marshall,1942-01-30,60
197,Wesley Baker,1982-03-03,95
198,Roy Ibarra,1992-11-30,101
199,Marc Shaw,1935-09-17,8
200,Stephanie Arnold,1978-05-16,61
201,Alyssa Perez,1994-03-11,97
202,Marie Flowers,1962-10-24,90
203,Gina Adams,1985-03-01,11
204,Stacey Anderson,1991-09-22,30
205,Scott Santana,1938-01-05,11
206,Jodi Wiley MD,1932-01-30,73
207,Chad Reed,1996-11-23,55
208,Jason Davenport,1955-06-22,80
209,Theresa Phillips,1936-11-30,47
210,Lindsey Martin,1950-10-03,72
211,James Ruiz,1952-04-07,36
212,Daniel Black,1995-08-07,10
213,Ashley Obrien DVM,1940-10-13,87
214,Raymond Perry,1972-11-26,79
215,Kimberly Taylor,1968-02-20,93
216,Katie Smith,1994-10-05,76
217,Karen Payne,1955-05-22,35
218,Maria Mcdonald,1994-01-02,98
219,Sara Armstrong,1948-06-24,97
220,Jackie Solis,1996-10-31,78
221,Stephen Gonzalez,2004-07-02,45
222,Peter Rodriguez,1971-04-03,81
223,Amber Dunn,1973-07-29,102
224,Mary Vargas,1950-07-10,70
225,Alyssa Patel,1978-08-23,35
226,Richard Williams,1969-11-08,59
227,Gregory Peterson,1943-08-29,27
228,Jason Chapman,1996-07-01,76
229,Lindsey Mack,1998-03-30,24
230,William Stewart,1953-01-29,79
231,John Diaz,1986-06-14,56
232,Robert Howard,1981-01-16,26
233,Ms. Michelle Miller PhD,1945-08-31,95
234,Aaron Harris,1941-04-08,95
235,Matthew Allen,1939-01-10,85
236,Joseph Moreno,1952-01-04,29
237,Jacqueline Maxwell,2004-09-30,43
238,Shawna Murray,1987-07-24,88
239,Robin Lynn,2001-10-01,35
240,Herbert Garcia,1934-01-18,56
241,Joseph Reid,1987-11-25,96
242,Mary Mcfarland,1993-04-18,16
243,Kyle Murphy,1950-07-11,53
244,Kevin Barker,1951-06-09,17
245,Sarah Church,1991-01-27,41
246,Joseph Anderson,1983-10-27,6
247,Andrew Jenkins,1992-03-13,78
248,Derek Stewart,1977-03-22,30
249,Mary Clark,1968-10-24,48
250,Miss Crystal Turner,1986-09-17,18
251,Billy Taylor,1941-04-08,16
252,Dustin Sutton,1972-08-12,20
253,Austin Montoya,1935-12-22,81
254,Tara Miller,1975-12-03,96
255,Katherine Carpenter,1965-07-15,95
256,Joseph Gomez,1946-02-24,5
257,Edward Simmons,1936-11-14,48
258,John Davis,1934-08-18,82
259,Bryan Baxter,1952-06-17,4
260,Alan Valdez,1950-02-01,17
261,Stephanie Good,2002-05-18,98
262,Dylan David,1976-05-18,38
263,Emily Rosario,1932-04-01,46
264,Kevin Taylor,1980-11-11,32
265,Jennifer Bryant,1991-03-21,31
266,Candice Robles,1966-05-11,79
267,Andrew Smith,1955-01-18,63
268,Robin Coleman,1950-06-12,42
269,Cody Lloyd,1944-08-07,23
270,Hayley Edwards,1949-03-08,18
271,Sandra Santiago,1968-03-22,90
272,Andrew Clark,1940-07-05,51
273,Taylor Simpson,1953-03-08,11
274,Chelsea Romero,1984-01-29,17
275,Julie Knight,1972-05-12,70
276,Richard Kirby,1964-01-27,82
277,Derrick Chung,1989-01-17,91
278,Melissa Foley,1981-11-06,32
279,Ryan Gutierrez,1964-12-21,36
280,Michael Jackson,1933-06-24,88
281,Emily Chung,1967-09-29,3
282,Deanna Lee,1965-12-12,89
283,Tasha Nguyen,1999-03-18,30
284,Melissa Suarez,1980-03-31,55
285,Jennifer Rice PhD,1997-11-01,31
286,Jeremy Miller,1947-07-24,65
287,Tara Jennings,1953-02-06,56
288,Brian Bentley,1969-12-21,74
289,Danny Ray,1971-12-08,21
290,Amanda Long,1958-12-07,44
291,Allison Thompson,1966-03-24,73
292,Michelle Woods,1968-03-21,90
293,Adam Walton,1987-11-16,71
294,David Reed,1997-05-17,19
295,Angela Martin,1989-04-09,66
296,Dr. Teresa Shea,1939-12-09,75
297,Joseph Morris,1957-11-30,88
298,Jenna Pierce,1981-11-08,8
299,Frank Moore,1939-02-26,91
300,Michael Rubio,1975-12-06,8
301,Connor Aguilar,1965-04-21,52
302,Angela Bauer,1980-03-02,45
303,Breanna Wheeler,1976-05-19,57
304,James Davies,1959-08-16,99
305,Jonathan Hughes,1980-10-01,74
306,Joseph Rice,1936-06-05,43
307,Melissa Kelly,1932-04-21,38
308,Colin Castillo,1981-07-11,64
309,Julie Johnson,1935-03-15,54
310,Teresa Johnson,1987-02-22,26
311,Jennifer Bowen,1988-02-15,73
312,Kathleen Strickland,1945-07-17,92
313,Mark Simon,2001-12-27,79
314,Brad Young,1984-12-05,80
315,Dawn Weaver,1935-04-29,101
316,Steven Poole,1984-10-11,39
317,Brett Carr,1988-05-05,15
318,Ronald Burgess,1968-05-12,29
319,Andre Johnson,1972-01-01,17
320,Caitlyn Fisher,1973-10-08,51
321,Johnny Powers,1961-02-11,74
322,Kyle Quinn,1955-04-12,85
323,James Frank,1942-09-02,60
324,Jessica Newman,1956-01-25,57
325,Christopher Petersen,1992-08-06,45
326,Kenneth Chavez,1948-09-21,63
327,Keith Ford,1962-05-27,67
328,Nancy Wilson,1984-04-19,98
329,Natalie Underwood,1946-12-05,31
330,Donna Shannon,1941-06-09,72
331,William Williams,1989-08-13,83
332,Stacey Pham,1986-07-01,91
333,Allen York,1963-07-26,88
334,Cristina Henderson,1982-07-28,68
335,Adam King,1969-08-18,22
336,Jennifer Reynolds,1964-01-30,38
337,Jose Schmitt,1971-02-14,101
338,Juan Oneill,1947-12-10,61
339,Taylor Wood,1949-01-13,54
340,Jamie Welch,1959-04-22,82
341,Christopher Martin,1971-05-16,80
342,Lori Mcmillan,1939-10-08,70
343,Robert Cook,1985-01-15,45
344,Jacob Mitchell,1994-10-04,74
345,Laura Knox,1991-03-08,6
346,Paul Stokes,1954-04-27,43
347,Michelle Hudson,1983-08-06,35
348,Eric Osborne,1982-10-05,99
349,Jorge Osborne,1976-05-17,10
350,Nicole Harris,1950-09-15,103
351,Kimberly Robinson,1940-10-26,96
352,Joseph Fitzgerald,1987-12-27,43
353,Amber Ferguson,1956-09-05,35
354,Christina Wang,1934-05-29,3
355,Janet Taylor,1997-05-28,40
356,Kelli Jones,1958-12-10,92
357,Sarah Alvarado,1976-11-09,83
358,Marilyn Murphy,1954-07-26,102
359,Matthew Stewart,1995-04-23,59
360,Sabrina Conrad,1977-03-28,11
361,Mikayla Potter,1997-07-10,78
362,Joanna Morris,1977-03-29,25
363,Leslie Farrell,1974-03-31,103
364,Cindy Hernandez,1973-07-16,42
365,Richard Wood,1980-09-18,81
366,Jennifer Ball,1938-04-07,14
367,Anthony Wright,1971-11-23,75
368,Victor Gonzalez,2004-08-07,18
369,James Keller,2002-03-17,12
370,Derrick Perkins,1981-08-15,44
371,Erica Greene,2002-05-07,47
372,Jennifer Torres,1979-11-11,5
373,Linda Burns,1984-01-19,40
374,Kari Rivera,1994-11-04,15
375,Pamela Scott,2003-08-09,2
376,Danielle Williams,1959-12-20,31
377,Amy Campbell,1966-03-25,1
378,Jesse Lopez,1983-10-31,8
379,Carrie Kelley,1943-10-08,87
380,Paul Flores,2004-06-06,77
381,Kristine Wong,1964-06-17,24
382,Mr. Anthony Sims,1964-09-23,83
383,Amanda Baldwin,1966-12-15,98
384,Aaron Ruiz,1954-01-02,42
385,Devin Ware,1949-04-11,61
386,Danielle Chandler,1944-10-26,54
387,Paula Garrison,1996-09-25,71
388,Amanda Flores,1955-10-27,72
389,Tyler Benson,1943-08-06,11
390,Christina Cruz,1977-09-19,97
391,Christine Simmons,1947-06-03,63
392,Antonio Ramos,2004-12-01,52
393,Nicole Miles,1971-01-06,102
394,Brian Pittman,1932-12-12,17
395,Andrew Kim,1995-03-25,81
396,Mrs. Carol Rangel DVM,1961-03-19,87
397,Richard Lewis,1954-08-17,1
398,Steven Wu,1986-01-21,65
399,Dillon Scott,1943-02-02,96
400,Tiffany Sullivan,1988-03-12,10
401,Thomas Houston,1953-06-23,90
402,Jenna Dalton,1969-04-01,71
403,Robert Lynch,1943-02-11,54
404,Jeff Mullen,1944-03-02,68
405,David Herring,2001-05-22,72
406,Carlos Burns,1934-05-16,66
407,Marie Aguilar,1993-12-10,54
408,Steven Graham,1935-03-20,10
409,Jason Willis,1954-06-22,63
410,Stacey Thompson,1952-07-08,89
411,Kevin Cooper,1965-06-19,69
412,Michael Wong,1975-02-06,67
413,Brian Garcia,1992-03-24,46
414,James Stephens,2001-05-27,101
415,Elizabeth Miller,1986-12-31,94
416,Elizabeth Porter,1992-04-11,3
417,Elizabeth Preston,1962-02-03,35
418,Joseph Jackson,1951-06-28,16
419,Sandra Marks,1976-08-20,4
420,Cathy Alexander,1942-02-24,13
421,Tyrone Galvan,1980-06-08,94
422,Crystal Ross,1959-03-25,97
423,Gwendolyn Cohen,1976-12-04,47
424,Patrick Young,1969-01-02,87
425,Steven Phillips,1969-05-05,80
426,Ashley White MD,1937-09-11,39
427,Tami White,2001-04-19,100
428,Joseph Foster,1938-04-15,17
429,Jamie Jackson,1932-08-02,18
430,Robert Odonnell,1998-11-19,36
431,Alexis Walker,1998-09-10,86
432,David Brown,1951-01-24,73
433,Cynthia Hawkins,1989-02-21,43
434,Shawna Brown,1963-02-25,66
435,Samantha Sanders,1996-09-30,21
436,Matthew George,1958-09-30,95
437,Brian Jones,1969-03-15,97
438,Laura Delacruz,1936-04-15,24
439,Krystal Ho,1932-04-22,43
440,Donald Murphy,1939-06-02,79
441,Sophia Parker,1939-06-23,79
442,Susan Hanson,2003-06-11,50
443,Roberto Taylor,2001-10-06,90
444,Randy Martin,1966-12-31,90
445,Christine Gutierrez,1959-03-28,19
446,Thomas Brown,1943-01-16,88
447,Jennifer Savage,1943-02-05,46
448,Mark Conner,1983-06-01,3
449,Cameron Peterson,1950-12-19,66
450,Elizabeth Curry,1965-12-24,33
451,Kelly Weaver,1979-09-07,79
452,Vanessa Sherman,1939-11-14,13
453,Edward Nielsen,1983-08-26,76
454,Robin Randall,1985-04-27,4
455,Timothy Bradley,1996-09-08,63
456,Christopher Wagner,1940-04-16,51
457,Abigail Thompson,1953-04-20,35
458,William Taylor,1945-02-18,86
459,Justin Wilkinson,1947-03-03,90
460,Julie Lewis,1955-05-24,24
461,Cameron Booth,1947-08-13,86
462,Amy White,1978-04-25,60
463,Rebecca Eaton,1951-05-17,62
464,Stephen Rodriguez,2004-09-15,57
465,Heather Casey,1932-11-13,7
466,Alyssa Lawrence,1983-10-19,30
467,Leslie Smith,1988-11-02,96
468,Anthony Jackson,1996-08-08,56
469,Patrick Sanders,1960-09-17,51
470,John Leon,1979-12-10,64
471,Robert Chavez,1933-04-04,60
472,Daniel Young,2004-09-30,5
473,David Blair,1949-09-22,102
474,Christopher Kelley,1996-06-19,47
475,Allison Sharp,2004-11-30,49
476,Kyle Shelton,2000-04-18,79
477,Karen Marsh,1972-09-04,14
478,Jeffery Brown,1979-04-03,40
479,Sandy Hill,1972-11-29,10
480,James Patel,1994-07-06,93
481,Dustin Pena,1959-02-07,51
482,Julie Johnson,1983-06-05,79
483,Vicki Riggs,1999-05-13,51
484,James Schneider,2004-03-12,89
485,Jeffrey Marshall,1989-04-14,65
486,Brittney White,1953-09-30,85
487,George Roberson,1967-11-10,15
488,Kevin Ortiz,1962-01-25,50
489,Carolyn Burton,1932-04-26,65
490,Kenneth Spears,1962-12-07,69
491,Janice Taylor,1951-10-23,79
492,Michael Pratt,1935-05-27,47
493,Anthony Moon,1971-12-25,48
494,Paul Williams,1996-05-04,85
495,Manuel Freeman,1993-07-12,99
496,John Ballard,1983-10-08,49
497,Timothy Ward,1997-02-27,89
498,Brenda Duncan,1987-10-06,74
499,Anna Scott,1963-07-31,11
500,Nicole Marquez,1985-04-27,54
501,Matthew Werner,1950-11-14,89
502,Cheyenne Goodwin,1983-06-17,82
503,Jessica Novak,1937-11-25,19
504,Kevin Kaufman,1950-07-19,85
505,Stephanie Chavez,1963-05-19,17
506,Stephen Maxwell,1937-01-07,48
507,David Clark,1984-03-19,92
508,Jeremy Robinson,2004-05-31,26
509,Joseph Sandoval Jr.,1992-10-31,47
510,Martin Miller,1977-01-26,98
511,Daniel Johnson,1973-04-21,26
512,David Sosa,2001-05-25,37
513,Lisa Morris,1986-02-08,95
514,Christian Jimenez,1956-11-13,10
515,Terry Edwards,1938-02-08,32
516,Bob Khan,1981-07-25,6
517,James King,1937-06-10,55
518,Colton Fisher MD,1973-12-29,43
519,Lindsey Gregory,1937-01-02,12
520,Kayla Mitchell,1955-08-11,27
521,Thomas Nelson DDS,1932-11-30,52
522,Tyler Coleman,1932-10-09,60
523,Brent Chambers,1938-12-31,93
524,Tara Wagner,1992-03-29,33
525,Stephen Moran,1932-11-05,14
526,Patrick Arroyo,1951-06-27,81
527,Lisa Powell,1982-08-17,73
528,Joseph Clark,1979-07-21,72
529,Christopher Conner,1945-01-14,11
530,Erica Gutierrez,1953-07-10,43
531,Nathan Sanchez,1967-03-18,7
532,Andrea Reynolds,2003-05-05,12
533,Duane White,1987-11-14,67
534,Joseph Collins,1965-11-12,52
535,April Monroe,1961-02-01,42
536,Angela Hendricks,1997-01-26,67
537,Daniel Franklin,1993-02-07,38
538,Yvette Oliver,1965-05-03,68
539,Sandra Espinoza,1938-09-06,27
540,Amy Mcdonald,1990-04-09,103
541,Larry Mccullough,1958-11-14,40
542,Linda Conley,2002-04-12,65
543,Stephen Wagner,1995-10-26,17
544,Tammy Rice,1939-11-01,23
545,Dawn Davis,1979-05-02,66
546,Tyler Barnes,1937-08-01,20
547,Katie Gibson,1949-10-28,22
548,Joseph Horn,1938-09-07,75
549,Kenneth Friedman,1940-06-14,40
550,Denise Cox,1986-05-29,61
551,Beth Matthews,1998-07-14,62
552,Jesus Delgado,1932-01-01,80
553,Rebecca Jackson,1964-10-29,84
554,James Chase,1964-10-11,20
555,Tanya Williamson,1997-06-07,94
556,Katie Rivera,1987-05-28,85
557,Kim English PhD,1993-12-26,28
558,Curtis Cardenas,1942-02-02,52
559,Brandon Bell,1950-02-20,89
560,Lisa Wilson,1995-06-25,81
561,Valerie Sims,1995-04-01,100
562,Erica Thomas,1948-01-26,98
563,Taylor Fuentes,1962-07-30,60
564,Donald Blackwell,1989-06-18,40
565,Jennifer Ruiz,1960-04-21,81
566,Christopher Simmons,1947-04-02,83
567,Anthony Gutierrez II,1984-05-12,76
568,Victoria Flynn,1934-11-19,79
569,Alexandra Wilson,1983-09-04,5
570,Brianna Yates,1945-01-17,65
571,Todd Yates,1941-11-07,41
572,Alyssa Johnson,1953-07-23,62
573,Paul Morris,1998-08-15,45
574,Jordan Dawson,1957-01-20,25
575,Keith Pacheco,1971-03-31,57
576,Jennifer Conway,1955-01-13,95
577,Joshua Hill,1998-12-22,92
578,Jessica Green,1952-11-29,4
579,Nicholas Kemp,2000-04-03,40
580,Gina Velazquez,2001-11-25,79
581,Karen Harris,1932-12-09,84
582,Jamie Delacruz,1995-09-21,4
583,Barbara Richardson,1958-05-05,100
584,Steven Figueroa,1993-01-09,68
585,Angela King,1965-05-23,41
586,Louis Ramos,1938-04-07,48
587,Paula Johnson,1936-01-10,6
588,Lisa Thomas,1953-12-19,43
589,Paul Oconnell,1989-10-12,19
590,Stacey Evans,1982-01-29,21
591,Bethany Marquez,1992-07-26,7
592,Brenda Johnson,1981-04-03,48
593,Edward Coleman,1953-12-28,27
594,Laura Mcneil,1960-04-19,35
595,Jennifer Vance MD,1945-06-06,87
596,Elizabeth Marshall,1971-08-29,64
597,Sierra Howard,1980-12-20,64
598,Brian Rogers,1941-09-09,45
599,Bradley Strickland,1954-12-30,101
600,Christopher Buck,1973-11-08,35
601,Jordan Roberts,1962-06-29,79
602,Timothy Hicks,1939-06-19,30
603,Linda Lamb,1985-01-07,86
604,Tina Murphy,1935-01-03,13
605,Debra White,1987-02-07,50
606,Adam Frost,1976-07-01,2
607,Christopher Bowers,1995-08-03,73
608,Henry Lyons,1955-08-01,76
609,Michelle Henson,1949-05-11,20
610,Benjamin Carr,1970-07-30,42
611,Patty Walker,1945-06-25,51
612,Edward Turner,1941-09-22,19
613,Sean Barnes,1992-05-27,33
614,Kelly Phelps,1963-09-28,11
615,Melissa Gutierrez,1980-03-04,43
616,Robert Walker,1940-05-26,100
617,Cynthia Richard,1937-10-11,55
618,Morgan Lee,1989-04-11,71
619,Ashley Velasquez,1940-08-07,7
620,Patrick Gutierrez,2004-11-15,95
621,Patrick Hoover,1975-07-03,49
622,Bridget Wilkerson,1989-12-12,95
623,Brandon Maxwell,1992-04-13,64
624,Carrie Adams,1963-10-11,9
625,Andrea Bennett,1991-11-04,29
626,Douglas Martinez,1974-12-22,84
627,Kathryn Knight,1968-01-10,97
628,Margaret Baker,1973-11-22,61
629,Larry Turner,1964-02-28,84
630,Margaret Martinez,1972-01-19,61
631,Chloe Hunter,1995-01-01,4
632,Rebecca Dennis,1996-05-03,34
633,Keith Clark,1995-06-25,47
634,Sandra Phelps,1932-01-03,56
635,Marvin Walsh,2004-11-03,88
636,Scott Miller,1955-01-13,88
637,Joshua Fisher,1988-06-19,77
638,Leslie Rogers,1978-12-23,79
639,Blake Summers,1947-06-20,55
640,Ryan White,1962-08-09,93
641,Shannon Hudson,1996-08-26,98
642,Mark Gibson,1979-03-16,103
643,Kimberly Grimes,1990-05-16,91
644,Rachael Conley,1942-11-07,20
645,Juan Hinton,1999-10-19,75
646,Deanna Mckenzie,2004-06-11,90
647,William Marshall,1947-01-17,61
648,Nicholas Blake,1958-05-01,59
649,Jennifer Robertson,1967-06-09,56
650,Megan Allen,1943-09-30,88
651,Amanda Thomas,1952-08-20,4
652,Kelly Hernandez,1939-10-26,39
653,John Lee,1998-12-14,70
654,Erika Santos,1942-07-04,52
655,Jasmine Peterson,1940-11-06,54
656,Lisa Best,1976-03-03,9
657,Teresa Morgan,1960-12-14,46
658,Carla Henry,2004-02-25,42
659,Brian Freeman,1968-08-29,78
660,Linda Phillips,1958-03-22,95
661,Joshua Fuller,1969-07-25,102
662,Kenneth Clark,1970-12-08,55
663,Billy Carey,1963-06-23,61
664,Donna White,1963-11-25,29
665,John Bell,1991-09-13,75
666,Elizabeth Miller,1971-06-20,13
667,Sharon Nunez,1961-12-04,78
668,David Johns,2000-07-30,25
669,Veronica Stewart,1952-05-14,33
670,Amy Patterson,1990-11-21,18
671,Kayla Gonzalez,1952-04-19,49
672,Matthew Holloway,1953-02-13,71
673,Amy Carter,1984-09-20,2
674,Anthony Davis,1944-03-06,40
675,Kevin Wallace,1994-01-19,30
676,Shannon Fernandez,1968-04-24,37
677,Jennifer King,1968-05-19,46
678,Michelle Turner,1985-06-26,14
679,Nicholas Wells,1996-06-29,68
680,Theresa Booth,1960-11-02,14
681,Sean Garcia,1960-02-14,27
682,Denise Smith,1986-01-28,1
683,Mark Kelley Jr.,2002-11-20,96
684,Dr. Daniel Jones,1972-03-15,0
685,Crystal Newton,1978-07-11,89
686,Alison Oliver,1938-07-10,84
687,Michael Mullins,1934-10-16,23
688,Kathryn Brown DDS,1973-09-08,30
689,Michelle Lane,1936-07-25,96
690,Sara Berry,1958-10-20,25
691,Todd Jefferson,1940-06-25,7
692,Donald Anderson,1986-06-07,15
693,Jacob Smith,1939-01-13,90
694,Scott Blevins,1963-01-15,80
695,Philip Jones,1977-03-16,25
696,Emily Lynch,1997-07-25,22
697,Valerie Newman,1998-09-07,16
698,Katherine Farley,1959-11-02,10
699,Rhonda Williams,1967-12-15,38
700,Christopher Phillips,1944-06-16,17
701,Angela Miller,1933-06-02,32
702,Brittany Vasquez,1967-04-04,50
703,Lisa Davis,1987-02-15,100
704,Traci Miller,1990-06-22,76
705,Sarah Salinas,1938-07-13,54
706,Danny Jones,1952-05-09,45
707,George Mitchell,1975-07-30,98
708,Michelle Glenn,1962-08-31,35
709,Courtney Romero,1955-04-20,95
710,David Valencia,1934-01-31,68
711,Amy Powell,1935-12-25,48
712,Gary Green,1958-10-21,103
713,Emily Stewart,1955-08-30,49
714,Cody Goodwin,1959-10-01,22
715,Sheila Reid,1988-05-20,41
716,Richard Brewer,1990-08-09,39
717,Patrick Parker,1947-02-20,22
718,Elizabeth Mitchell,1998-01-24,67
